Zip,State,Population
52169,IA,551
52170,IA,1204
52171,IA,727
52172,IA,6134
52175,IA,3353
52201,IA,1265
52202,IA,1038
52203,IA,450
52205,IA,7264
52206,IA,1347
52207,IA,362
52208,IA,3562
52209,IA,672
52210,IA,717
52211,IA,2196
52212,IA,647
52213,IA,2462
52214,IA,3478
52215,IA,906
52216,IA,1219
52217,IA,497
52218,IA,1053
52220,IA,21
52222,IA,596
52223,IA,1530
52224,IA,1513
52225,IA,337
52226,IA,413
52227,IA,1091
52228,IA,1392
52229,IA,872
52231,IA,324
52232,IA,376
52233,IA,4966
52236,IA,557
52237,IA,1547
52240,IA,25049
52241,IA,12646
52245,IA,21140
52246,IA,22869
52247,IA,3058
52248,IA,1439
52249,IA,1110
52250,IA,374
52251,IA,304
52253,IA,1581
52254,IA,768
52255,IA,1488
52257,IA,110
52301,IA,4856
52302,IA,23227
52305,IA,716
52306,IA,1516
52307,IA,902
52308,IA,223
52309,IA,304
52310,IA,5549
52313,IA,784
52314,IA,4874
52315,IA,1216
52316,IA,1287
52317,IA,3241
52318,IA,1317
52320,IA,1427
52321,IA,322
52322,IA,3141
52323,IA,909
52324,IA,1528
52325,IA,499
52326,IA,834
52327,IA,1514
52328,IA,877
52329,IA,1393
52330,IA,1201
52331,IA,447
52332,IA,1463
52333,IA,2894
52334,IA,45
52335,IA,502
52336,IA,2011
52337,IA,970
52338,IA,3101
52339,IA,3242
52341,IA,1337
52342,IA,3891
52343,IA,660
52346,IA,1215
52347,IA,1092
52348,IA,244
52349,IA,8276
52352,IA,1706
52353,IA,9381
52354,IA,485
52355,IA,154
52356,IA,1904
52357,IA,90
52358,IA,3533
52359,IA,500
52361,IA,4304
52362,IA,884
52401,IA,1924
52402,IA,37211
52403,IA,25064
52404,IA,28262
52405,IA,23685
52501,IA,29462
52530,IA,1233
52531,IA,6397
52533,IA,1164
52534,IA,1559
52535,IA,1023
52536,IA,1337
52537,IA,4788
52538,IA,419
52540,IA,1686
52542,IA,490
52543,IA,242
52544,IA,7725
52548,IA,249
52549,IA,793
52550,IA,614
52551,IA,15
52552,IA,1576
52553,IA,1474
52554,IA,1603
52555,IA,432
52556,IA,12147
52560,IA,1087
52561,IA,835
52563,IA,1304
52565,IA,2022
52566,IA,670
52567,IA,658
52569,IA,664
52570,IA,851
52571,IA,1143
52572,IA,1073
52573,IA,249
52574,IA,1002
52575,IA,563
52576,IA,631
52577,IA,14376
52580,IA,862
52581,IA,414
52583,IA,370
52584,IA,442
52585,IA,1082
52586,IA,795
52588,IA,659
52590,IA,1192
52591,IA,3402
52593,IA,195
52594,IA,403
52601,IA,30564
52619,IA,1899
52620,IA,903
52621,IA,603
52623,IA,1694
52624,IA,869
52625,IA,1823
52626,IA,961
52627,IA,14472
52630,IA,213
52631,IA,448
52632,IA,13995
52635,IA,693
52637,IA,3044
52638,IA,440
52639,IA,1857
52640,IA,1165
52641,IA,11113
52644,IA,446
52645,IA,3627
52646,IA,709
52647,IA,711
52649,IA,786
52650,IA,700
52651,IA,503
52653,IA,4379
52654,IA,1626
52655,IA,5420
52656,IA,2144
52657,IA,623
52658,IA,546
52659,IA,1349
52660,IA,339
52701,IA,856
52720,IA,721
52721,IA,824
52722,IA,29785
52726,IA,7536
52727,IA,252
52729,IA,790
52730,IA,5013
52731,IA,756
52732,IA,30723
52738,IA,3945
52739,IA,497
52742,IA,6560
52745,IA,596
52746,IA,685
52747,IA,2416
52748,IA,6947
52750,IA,542
52751,IA,1149
52753,IA,4176
52754,IA,1394
52755,IA,2038
52756,IA,2326
52760,IA,752
52761,IA,29779
52765,IA,615
52766,IA,797
52768,IA,1529
52769,IA,777
52772,IA,5751
52773,IA,705
52774,IA,539
52776,IA,3552
52777,IA,1092
52778,IA,3032
52802,IA,12547
52803,IA,25514
52804,IA,23671
52806,IA,25480
52807,IA,8531
66002,KS,13463
66006,KS,6990
66007,KS,5182
66008,KS,334
66010,KS,484
66012,KS,6315
66013,KS,989
66014,KS,381
66015,KS,806
66016,KS,647
66017,KS,378
66018,KS,4167
66020,KS,2801
66021,KS,2101
66023,KS,1303
66025,KS,4011
66026,KS,774
66027,KS,12630
66030,KS,5356
66031,KS,723
66032,KS,5081
66033,KS,671
66035,KS,1369
66036,KS,1969
66039,KS,441
66040,KS,1958
66041,KS,890
66042,KS,582
66043,KS,8145
66044,KS,29968
66046,KS,16411
66047,KS,9234
66048,KS,28028
66049,KS,12600
66050,KS,2701
66052,KS,2036
66053,KS,4720
66054,KS,2139
66056,KS,1644
66058,KS,631
66060,KS,932
66061,KS,31694
66062,KS,32845
66064,KS,5887
66066,KS,1832
66067,KS,13830
66070,KS,2123
66071,KS,9325
66072,KS,830
66073,KS,2031
66075,KS,2050
66076,KS,1680
66078,KS,650
66079,KS,1195
66080,KS,833
66081,KS,288
66083,KS,4024
66085,KS,4836
66086,KS,5556
66087,KS,2422
66088,KS,2000
66090,KS,2825
66091,KS,286
66092,KS,2178
66093,KS,518
66094,KS,379
66095,KS,929
66097,KS,1191
66101,KS,16147
66102,KS,27909
66103,KS,14477
66104,KS,32071
66105,KS,3478
66106,KS,25298
66109,KS,14656
66111,KS,11189
66112,KS,11461
66115,KS,0
66118,KS,0
66202,KS,17916
66203,KS,20922
66204,KS,18226
66205,KS,14871
66206,KS,9797
66207,KS,13863
66208,KS,22047
66209,KS,12176
66210,KS,17576
66211,KS,2155
66212,KS,36187
66213,KS,7368
66214,KS,12365
66215,KS,24051
66216,KS,19644
66217,KS,2261
66218,KS,1828
66219,KS,6090
66220,KS,626
66221,KS,1186
66223,KS,3539
66224,KS,713
66226,KS,2613
66227,KS,273
66401,KS,2186
66402,KS,2157
66403,KS,669
66404,KS,613
66406,KS,739
66407,KS,321
66408,KS,457
66409,KS,1939
66411,KS,1552
66412,KS,347
66413,KS,1994
66414,KS,2502
66415,KS,782
66416,KS,466
66417,KS,656
66418,KS,557
66419,KS,604
66420,KS,1220
66422,KS,342
66423,KS,771
66424,KS,525
66425,KS,712
66427,KS,1418
66428,KS,537
66429,KS,753
66431,KS,1065
66432,KS,417
66433,KS,270
66434,KS,5297
66436,KS,5625
66438,KS,362
66439,KS,2556
66440,KS,1812
66441,KS,24386
66442,KS,5363
66449,KS,1274
66450,KS,318
66451,KS,1879
66502,KS,50178
66507,KS,796
66508,KS,4104
66509,KS,1132
66510,KS,856
66512,KS,2299
66514,KS,704
66515,KS,591
66516,KS,371
66517,KS,2049
66518,KS,318
66520,KS,581
66521,KS,1358
66522,KS,247
66523,KS,3627
66524,KS,1630
66526,KS,1153
66527,KS,913
66528,KS,500
66531,KS,14793
66532,KS,671
66533,KS,1583
66534,KS,3242
66535,KS,1904
66536,KS,2316
66537,KS,1158
66538,KS,3336
66539,KS,2152
66540,KS,578
66541,KS,271
66542,KS,1059
66543,KS,849
66544,KS,469
66545,KS,102
66546,KS,855
66547,KS,5200
66548,KS,1116
66549,KS,1373
66550,KS,546
66551,KS,238
66552,KS,380
66554,KS,608
66603,KS,2250
66604,KS,23913
66605,KS,20138
66606,KS,13053
66607,KS,9850
66608,KS,7739
66609,KS,6252
66610,KS,4656
66611,KS,10194
66612,KS,2949
66614,KS,26238
66615,KS,677
66616,KS,6538
66617,KS,7779
66618,KS,5436
66619,KS,2952
66701,KS,11192
66710,KS,905
66711,KS,664
66713,KS,5434
66714,KS,815
66716,KS,702
66717,KS,455
66720,KS,10852
66724,KS,1397
66725,KS,4750
66727,KS,331
66728,KS,478
66732,KS,293
66733,KS,2572
66734,KS,519
66736,KS,3747
66738,KS,404
66739,KS,5961
66740,KS,932
66741,KS,377
66743,KS,3707
66746,KS,229
66748,KS,3247
66749,KS,7721
66751,KS,1966
66753,KS,1252
66754,KS,351
66755,KS,1214
66756,KS,3096
66757,KS,3664
66758,KS,392
66759,KS,372
66761,KS,206
66762,KS,24845
66767,KS,600
66769,KS,1224
66770,KS,564
66771,KS,936
66772,KS,197
66773,KS,1552
66775,KS,246
66776,KS,1349
66777,KS,659
66778,KS,528
66779,KS,825
66780,KS,383
66781,KS,1515
66783,KS,2859
66801,KS,29401
66830,KS,172
66833,KS,88
66834,KS,629
66835,KS,1491
66838,KS,230
66839,KS,4404
66840,KS,593
66842,KS,351
66843,KS,200
66845,KS,1183
66846,KS,3831
66847,KS,260
66849,KS,569
66850,KS,168
66851,KS,828
66852,KS,638
66853,KS,600
66854,KS,1006
66856,KS,1708
66857,KS,795
66858,KS,562
66859,KS,241
66860,KS,1430
66861,KS,3196
66862,KS,143
66864,KS,865
66865,KS,1156
66866,KS,1927
66868,KS,553
66869,KS,1149
66870,KS,381
66871,KS,1112
66872,KS,983
66873,KS,325
66901,KS,7733
66930,KS,198
66931,KS,161
66932,KS,164
66933,KS,374
66935,KS,3863
66936,KS,583
66937,KS,853
66938,KS,1164
66939,KS,487
66940,KS,342
66941,KS,342
66942,KS,223
66943,KS,564
66944,KS,333
66945,KS,1278
66946,KS,146
66948,KS,430
66949,KS,752
66951,KS,665
66952,KS,526
66953,KS,666
66955,KS,142
66956,KS,1929
66958,KS,462
66959,KS,266
66960,KS,205
66961,KS,287
66962,KS,276
66963,KS,190
66964,KS,297
66966,KS,537
66967,KS,2848
66968,KS,1979
66970,KS,232
67001,KS,1251
67002,KS,5384
67003,KS,2930
67004,KS,949
67005,KS,17740
67008,KS,320
67009,KS,1125
67010,KS,11306
67012,KS,85
67013,KS,2784
67014,KS,105
67016,KS,895
67017,KS,2122
67018,KS,216
67019,KS,698
67020,KS,1149
67021,KS,208
67022,KS,1777
67023,KS,316
67024,KS,1267
67025,KS,2497
67026,KS,2453
67028,KS,190
67029,KS,1317
67030,KS,1745
67031,KS,2241
67032,KS,193
67035,KS,497
67036,KS,168
67037,KS,17109
67038,KS,698
67039,KS,2388
67041,KS,422
67042,KS,14387
67045,KS,3986
67047,KS,527
67049,KS,52
67050,KS,1406
67051,KS,503
67052,KS,6586
67053,KS,973
67054,KS,2073
67056,KS,2405
67057,KS,284
67058,KS,2444
67059,KS,1277
67060,KS,7666
67061,KS,201
67062,KS,4156
67063,KS,3543
67065,KS,198
67066,KS,387
67068,KS,6072
67070,KS,1255
67071,KS,97
67072,KS,293
67073,KS,311
67074,KS,1342
67101,KS,1808
67102,KS,78
67103,KS,353
67104,KS,3208
67105,KS,238
67106,KS,353
67107,KS,2307
67108,KS,1060
67109,KS,427
67110,KS,6238
67111,KS,197
67112,KS,220
67114,KS,20273
67117,KS,408
67118,KS,705
67119,KS,1515
67120,KS,1023
67122,KS,249
67123,KS,900
67124,KS,8348
67127,KS,864
67128,KS,127
67131,KS,393
67132,KS,545
67133,KS,5598
67134,KS,569
67135,KS,7706
67137,KS,871
67138,KS,440
67140,KS,710
67142,KS,169
67143,KS,191
67144,KS,2598
67146,KS,1714
67147,KS,1146
67149,KS,1330
67150,KS,189
67151,KS,418
67152,KS,11149
67154,KS,1100
67155,KS,132
67156,KS,14958
67159,KS,200
67202,KS,1250
67203,KS,30712
67204,KS,20298
67205,KS,1807
67206,KS,13008
67207,KS,20116
67208,KS,18195
67209,KS,4135
67210,KS,11414
67211,KS,20182
67212,KS,41349
67213,KS,23607
67214,KS,18651
67215,KS,2930
67216,KS,23031
67217,KS,30680
67218,KS,23491
67219,KS,10619
67220,KS,9802
67221,KS,137
67223,KS,318
67226,KS,8884
67227,KS,107
67228,KS,768
67230,KS,4957
67231,KS,855
67232,KS,128
67233,KS,3861
67235,KS,3243
67236,KS,262
67301,KS,13892
67330,KS,1336
67332,KS,385
67333,KS,3302
67335,KS,3490
67336,KS,2031
67337,KS,17417
67341,KS,430
67342,KS,817
67344,KS,801
67345,KS,206
67346,KS,389
67347,KS,149
67349,KS,1161
67351,KS,504
67352,KS,561
67353,KS,681
67354,KS,807
67355,KS,265
67356,KS,3121
67357,KS,14375
67360,KS,689
67361,KS,2186
67401,KS,45208
67410,KS,8249
67414,KS,179
67416,KS,761
67417,KS,195
67418,KS,302
67420,KS,5221
67422,KS,844
67423,KS,389
67425,KS,323
67427,KS,480
67428,KS,1050
67429,KS,121
67430,KS,637
67431,KS,1968
67432,KS,6038
67436,KS,639
67437,KS,1285
67438,KS,444
67439,KS,3728
67441,KS,1286
67442,KS,226
67443,KS,1151
67444,KS,569
67445,KS,663
67446,KS,632
67447,KS,340
67448,KS,742
67449,KS,4145
67450,KS,678
67451,KS,725
67452,KS,181
67454,KS,641
67455,KS,1986
67456,KS,3320
67457,KS,841
67458,KS,507
67459,KS,302
67460,KS,16480
67463,KS,203
67464,KS,760
67465,KS,791
67466,KS,677
67467,KS,2985
67468,KS,847
67469,KS,205
67470,KS,390
67472,KS,96
67473,KS,2340
67474,KS,255
67475,KS,237
67476,KS,106
67478,KS,159
67479,KS,706
67480,KS,1626
67481,KS,976
67482,KS,200
67483,KS,211
67484,KS,745
67485,KS,373
67487,KS,1330
67488,KS,242
67490,KS,1237
67491,KS,231
67492,KS,384
67501,KS,27097
67502,KS,21197
67505,KS,4243
67510,KS,267
67511,KS,544
67512,KS,278
67513,KS,150
67514,KS,930
67515,KS,0
67516,KS,546
67517,KS,122
67518,KS,91
67519,KS,268
67520,KS,347
67521,KS,156
67522,KS,1854
67523,KS,340
67524,KS,772
67525,KS,969
67526,KS,3297
67529,KS,368
67530,KS,19861
67543,KS,2181
67544,KS,3642
67545,KS,381
67546,KS,1863
67547,KS,2321
67548,KS,1545
67549,KS,260
67550,KS,6572
67552,KS,758
67553,KS,231
67554,KS,4931
67556,KS,317
67557,KS,754
67559,KS,81
67560,KS,2256
67561,KS,1596
67562,KS,281
67563,KS,323
67564,KS,14
67565,KS,711
67566,KS,581
67567,KS,515
67568,KS,270
67570,KS,959
67572,KS,581
67573,KS,254
67574,KS,275
67575,KS,275
67576,KS,2292
67577,KS,249
67578,KS,1689
67579,KS,2485
67580,KS,137
67581,KS,396
67582,KS,185
67583,KS,558
67584,KS,403
67601,KS,20703
67621,KS,604
67622,KS,574
67623,KS,364
67625,KS,416
67626,KS,359
67627,KS,289
67628,KS,62
67629,KS,485
67630,KS,160
67631,KS,523
67632,KS,214
67633,KS,2
67634,KS,316
67635,KS,158
67636,KS,180
67637,KS,2478
67638,KS,722
67639,KS,320
67640,KS,528
67641,KS,91
67642,KS,2501
67643,KS,347
67644,KS,388
67645,KS,344
67646,KS,751
67647,KS,260
67648,KS,576
67649,KS,339
67650,KS,604
67651,KS,623
67652,KS,2
67653,KS,304
67654,KS,4360
67656,KS,460
67657,KS,384
67658,KS,219
67659,KS,22
67660,KS,123
67661,KS,3942
67663,KS,2499
67664,KS,325
67665,KS,5370
67667,KS,534
67669,KS,2147
67671,KS,1877
67672,KS,2711
67673,KS,128
67675,KS,317
67676,KS,318
67701,KS,7225
67730,KS,2174
67731,KS,794
67732,KS,374
67733,KS,294
67734,KS,157
67735,KS,6039
67736,KS,379
67737,KS,467
67738,KS,632
67739,KS,477
67740,KS,2023
67741,KS,593
67743,KS,143
67744,KS,155
67745,KS,598
67746,KS,113
67747,KS,164
67748,KS,2346
67749,KS,3046
67751,KS,316
67752,KS,1437
67753,KS,246
67755,KS,243
67756,KS,2449
67757,KS,872
67758,KS,1148
67759,KS,314
67761,KS,293
67762,KS,380
67764,KS,328
67801,KS,23098
67830,KS,75
67831,KS,1271
67833,KS,134
67834,KS,848
67835,KS,2249
67837,KS,536
67838,KS,1077
67839,KS,1666
67840,KS,148
67841,KS,373
67842,KS,403
67843,KS,736
67844,KS,881
67846,KS,30189
67849,KS,695
67850,KS,476
67851,KS,2060
67853,KS,807
67854,KS,1482
67855,KS,1979
67856,KS,326
67857,KS,86
67858,KS,124
67859,KS,1195
67860,KS,2950
67861,KS,2604
67862,KS,354
67863,KS,154
67864,KS,1949
67865,KS,999
67866,KS,813
67867,KS,1431
67868,KS,495
67869,KS,1417
67870,KS,1881
67871,KS,4476
67874,KS,158
67876,KS,1361
67877,KS,2364
67878,KS,2302
67879,KS,1774
67880,KS,7159
67882,KS,759
67901,KS,17189
67950,KS,2562
67951,KS,4244
67952,KS,804
67953,KS,269
67954,KS,649
40003,KY,1272
40004,KY,16176
40006,KY,3359
40007,KY,353
40008,KY,2461
40009,KY,1136
40010,KY,34
40011,KY,1960
40012,KY,443
40013,KY,4763
40014,KY,10779
40019,KY,2493
40022,KY,1040
40023,KY,937
40026,KY,3626
40028,KY,218
40031,KY,13280
40033,KY,10672
40036,KY,742
40037,KY,2586
40040,KY,1753
40045,KY,2535
40046,KY,597
40047,KY,8785
40050,KY,2017
40051,KY,3698
40055,KY,975
40056,KY,2622
40057,KY,2669
40059,KY,7454
40060,KY,981
40061,KY,39
40062,KY,39
40065,KY,14843
40067,KY,2443
40068,KY,1250
40069,KY,6314
40070,KY,466
40071,KY,7048
40075,KY,611
40076,KY,1510
40077,KY,500
40078,KY,2245
40103,KY,5
40104,KY,2532
40106,KY,315
40107,KY,2589
40108,KY,6480
40109,KY,4447
40111,KY,2852
40114,KY,67
40115,KY,47
40117,KY,2565
40118,KY,8297
40119,KY,770
40121,KY,15407
40140,KY,613
40141,KY,1294
40142,KY,1525
40143,KY,3995
40144,KY,1648
40145,KY,55
40146,KY,2335
40150,KY,5051
40152,KY,44
40157,KY,504
40160,KY,21490
40161,KY,1322
40162,KY,4542
40163,KY,46
40164,KY,299
40165,KY,18649
40170,KY,134
40171,KY,606
40175,KY,13294
40176,KY,258
40177,KY,1235
40178,KY,223
40202,KY,5221
40203,KY,19432
40204,KY,16467
40205,KY,24979
40206,KY,20604
40207,KY,30193
40208,KY,13523
40209,KY,2752
40210,KY,18623
40211,KY,26422
40212,KY,21605
40213,KY,21288
40214,KY,42198
40215,KY,24661
40216,KY,41719
40217,KY,13213
40218,KY,31434
40219,KY,38009
40220,KY,29012
40222,KY,19924
40223,KY,19766
40228,KY,9192
40229,KY,26878
40241,KY,14137
40242,KY,9742
40243,KY,9317
40245,KY,8662
40258,KY,24515
40272,KY,32843
40291,KY,22429
40299,KY,23882
40311,KY,6825
40312,KY,5408
40313,KY,1942
40316,KY,238
40322,KY,3175
40324,KY,18666
40327,KY,216
40328,KY,962
40330,KY,17727
40336,KY,13349
40337,KY,4303
40339,KY,253
40341,KY,25
40342,KY,13485
40345,KY,374
40346,KY,324
40347,KY,2079
40350,KY,383
40351,KY,18413
40353,KY,15242
40355,KY,2262
40356,KY,22920
40358,KY,640
40359,KY,6326
40360,KY,4583
40361,KY,18722
40365,KY,480
40370,KY,2694
40371,KY,2687
40372,KY,1684
40374,KY,1685
40376,KY,318
40379,KY,3757
40380,KY,5966
40383,KY,18204
40385,KY,1433
40387,KY,501
40390,KY,5600
40391,KY,29149
40402,KY,1941
40403,KY,16561
40409,KY,2596
40415,KY,284
40417,KY,2806
40419,KY,5197
40422,KY,19483
40426,KY,562
40437,KY,2965
40440,KY,3582
40442,KY,2385
40444,KY,8664
40445,KY,1320
40447,KY,8071
40456,KY,5636
40460,KY,1429
40461,KY,3361
40464,KY,893
40468,KY,2019
40471,KY,250
40472,KY,798
40475,KY,37946
40481,KY,837
40484,KY,9072
40486,KY,837
40489,KY,4024
40502,KY,30886
40503,KY,33537
40504,KY,22397
40505,KY,28344
40507,KY,2291
40508,KY,25161
40509,KY,9029
40510,KY,1467
40511,KY,16309
40513,KY,3383
40514,KY,6252
40515,KY,20125
40516,KY,1294
40517,KY,26787
40601,KY,46563
40701,KY,17476
40724,KY,5759
40729,KY,8589
40734,KY,2418
40737,KY,1323
40740,KY,7471
40741,KY,20329
40754,KY,157
40759,KY,1433
40763,KY,151
40769,KY,20235
40771,KY,10
40801,KY,164
40806,KY,2151
40807,KY,98
40808,KY,0
40810,KY,567
40813,KY,2047
40815,KY,154
40817,KY,592
40818,KY,1218
40819,KY,392
40820,KY,529
40823,KY,6601
40824,KY,44
40825,KY,42
40826,KY,676
40828,KY,4578
40829,KY,3057
40830,KY,456
40831,KY,6636
40843,KY,624
40845,KY,2719
40846,KY,185
40847,KY,346
40849,KY,1536
40855,KY,125
40858,KY,2762
40861,KY,356
40862,KY,861
40863,KY,545
40865,KY,348
40867,KY,312
40868,KY,324
40870,KY,301
40873,KY,3386
40902,KY,1676
40903,KY,520
40905,KY,531
40906,KY,8506
40913,KY,63
40914,KY,3877
40915,KY,836
40921,KY,907
40923,KY,2396
40927,KY,1472
40930,KY,379
40935,KY,1706
40940,KY,1326
40943,KY,229
40946,KY,360
40949,KY,1362
40953,KY,269
40958,KY,710
40962,KY,13727
40964,KY,115
40965,KY,14900
40970,KY,471
40972,KY,2371
40977,KY,7658
40979,KY,463
40980,KY,448
40982,KY,600
40983,KY,1776
40988,KY,387
40995,KY,1245
40997,KY,120
40999,KY,219
41001,KY,11858
41002,KY,1902
41003,KY,2083
41004,KY,4309
41005,KY,8322
41006,KY,4743
41007,KY,3427
41008,KY,7072
41010,KY,1701
41011,KY,29098
41014,KY,8607
41015,KY,19857
41016,KY,7210
41017,KY,34285
41018,KY,23909
41030,KY,2630
41031,KY,13375
41033,KY,1292
41034,KY,1991
41035,KY,6092
41039,KY,2396
41040,KY,6779
41041,KY,6549
41042,KY,34010
41043,KY,1479
41044,KY,88
41045,KY,980
41046,KY,589
41048,KY,3497
41049,KY,1981
41051,KY,12778
41052,KY,295
41055,KY,1786
41056,KY,12889
41059,KY,2688
41063,KY,3938
41064,KY,2124
41071,KY,22918
41073,KY,6997
41074,KY,6576
41075,KY,16165
41076,KY,11237
41080,KY,1219
41083,KY,516
41085,KY,1210
41086,KY,1186
41091,KY,4468
41092,KY,2169
41093,KY,1366
41094,KY,6253
41095,KY,3618
41097,KY,5019
41098,KY,724
41101,KY,17464
41102,KY,24865
41121,KY,467
41124,KY,982
41127,KY,269
41129,KY,8851
41132,KY,452
41135,KY,435
41137,KY,279
41139,KY,8397
41141,KY,3066
41143,KY,11771
41144,KY,11666
41146,KY,3187
41149,KY,890
41159,KY,706
41163,KY,690
41164,KY,5763
41166,KY,512
41168,KY,1502
41169,KY,6469
41170,KY,222
41171,KY,5319
41174,KY,813
41175,KY,4923
41177,KY,261
41178,KY,3150
41179,KY,5141
41180,KY,1654
41183,KY,1829
41189,KY,3061
41201,KY,2540
41204,KY,260
41214,KY,766
41215,KY,573
41216,KY,1014
41219,KY,766
41220,KY,285
41222,KY,739
41224,KY,4231
41225,KY,292
41226,KY,354
41228,KY,1037
41230,KY,8123
41231,KY,958
41234,KY,925
41237,KY,462
41238,KY,1430
41240,KY,4095
41250,KY,1700
41254,KY,169
41255,KY,598
41256,KY,1267
41257,KY,165
41258,KY,816
41260,KY,3956
41262,KY,1923
41263,KY,33
41265,KY,3387
41266,KY,764
41267,KY,2656
41269,KY,2105
41271,KY,295
41274,KY,689
41301,KY,5038
41306,KY,436
41311,KY,6877
41314,KY,2675
41315,KY,233
41316,KY,1093
41317,KY,2294
41321,KY,184
41327,KY,44
41328,KY,185
41331,KY,513
41332,KY,978
41338,KY,526
41339,KY,6384
41340,KY,14
41342,KY,233
41343,KY,66
41346,KY,247
41348,KY,375
41351,KY,72
41357,KY,771
41358,KY,253
41359,KY,320
41360,KY,334
41363,KY,727
41364,KY,672
41365,KY,288
41366,KY,104
41367,KY,245
41369,KY,118
41370,KY,493
41377,KY,352
41385,KY,1335
41386,KY,586
41390,KY,235
41393,KY,215
41396,KY,36
41397,KY,190
41401,KY,338
41407,KY,1754
41409,KY,368
41412,KY,73
41419,KY,312
41421,KY,2081
41422,KY,84
41425,KY,1488
41429,KY,342
41431,KY,170
41441,KY,377
41447,KY,550
41464,KY,1550
41465,KY,8442
41466,KY,395
41472,KY,4700
41474,KY,361
41501,KY,17362
41503,KY,899
41512,KY,2274
41513,KY,111
41514,KY,1744
41519,KY,817
41522,KY,1988
41524,KY,724
41527,KY,363
41528,KY,1749
41529,KY,802
41531,KY,1693
41535,KY,513
41536,KY,848
41537,KY,3615
41539,KY,2317
41540,KY,221
41543,KY,830
41544,KY,1054
41545,KY,173
41546,KY,603
41548,KY,156
41551,KY,228
41553,KY,2947
41554,KY,891
41555,KY,568
41557,KY,3807
41559,KY,1559
41560,KY,6715
41562,KY,9187
41563,KY,952
41564,KY,1727
41565,KY,17
41566,KY,1321
41567,KY,1239
41568,KY,471
41570,KY,264
41571,KY,827
41572,KY,2622
41601,KY,1768
41602,KY,2461
41603,KY,1043
41604,KY,956
41605,KY,353
41606,KY,3200
41607,KY,247
41614,KY,260
41615,KY,227
41616,KY,60
41622,KY,509
41626,KY,42
41627,KY,263
41629,KY,1030
41630,KY,1408
41631,KY,2126
41632,KY,699
41633,KY,119
41635,KY,1286
41636,KY,879
41637,KY,568
41639,KY,772
41640,KY,115
41642,KY,1038
41643,KY,591
41645,KY,648
41647,KY,376
41648,KY,344
41649,KY,4649
41653,KY,9573
41655,KY,243
41659,KY,309
41660,KY,2248
41666,KY,928
41701,KY,11851
41712,KY,331
41714,KY,400
41719,KY,861
41721,KY,640
41722,KY,2312
41723,KY,967
41725,KY,457
41727,KY,564
41728,KY,584
41729,KY,1001
41730,KY,184
41731,KY,1289
41732,KY,1591
41733,KY,77
41735,KY,349
41736,KY,1251
41740,KY,1961
41743,KY,172
41745,KY,369
41746,KY,784
41749,KY,5507
41754,KY,2357
41756,KY,241
41759,KY,1442
41760,KY,296
41763,KY,1012
41764,KY,634
41765,KY,375
41772,KY,312
41773,KY,3072
41774,KY,1364
41775,KY,314
41776,KY,474
41777,KY,405
41801,KY,329
41804,KY,552
41805,KY,1204
41811,KY,295
41812,KY,1400
41815,KY,3231
41817,KY,1287
41819,KY,555
41821,KY,426
41822,KY,2965
41823,KY,380
41824,KY,714
41825,KY,1380
41826,KY,623
41828,KY,293
41829,KY,607
41831,KY,765
41832,KY,571
41833,KY,860
41834,KY,468
41836,KY,792
41838,KY,247
41839,KY,795
41840,KY,2563
41843,KY,336
41844,KY,197
41845,KY,311
41847,KY,974
41848,KY,117
41849,KY,791
41855,KY,635
41858,KY,4678
41859,KY,468
41861,KY,128
41862,KY,1605
42001,KY,27002
42003,KY,29932
42020,KY,1509
42021,KY,1780
42023,KY,1957
42024,KY,1335
42025,KY,15886
42027,KY,1609
42028,KY,453
42029,KY,4479
42031,KY,4143
42032,KY,454
42035,KY,1501
42036,KY,1800
42038,KY,4402
42039,KY,1423
42040,KY,2821
42041,KY,5955
42044,KY,3285
42045,KY,2210
42047,KY,922
42048,KY,3246
42049,KY,3235
42050,KY,3676
42051,KY,3140
42053,KY,5019
42054,KY,3190
42055,KY,2222
42056,KY,1563
42058,KY,2278
42064,KY,8733
42066,KY,16321
42069,KY,1187
42071,KY,20388
42076,KY,922
42078,KY,1801
42079,KY,1983
42081,KY,1200
42082,KY,2725
42083,KY,198
42085,KY,409
42086,KY,2223
42087,KY,2605
42088,KY,2643
42101,KY,40671
42103,KY,11391
42104,KY,14948
42120,KY,1976
42122,KY,2934
42123,KY,425
42124,KY,206
42127,KY,6283
42129,KY,4020
42130,KY,2716
42131,KY,138
42133,KY,1568
42134,KY,14684
42140,KY,1377
42141,KY,21079
42151,KY,386
42153,KY,330
42154,KY,656
42155,KY,189
42156,KY,415
42157,KY,816
42159,KY,2879
42160,KY,1351
42163,KY,139
42164,KY,11611
42166,KY,2281
42167,KY,8016
42169,KY,126
42170,KY,1573
42171,KY,4650
42202,KY,2481
42204,KY,842
42206,KY,4192
42207,KY,1480
42210,KY,2296
42211,KY,9683
42214,KY,2051
42215,KY,1654
42217,KY,3531
42220,KY,7207
42223,KY,18861
42232,KY,92
42234,KY,2307
42236,KY,810
42240,KY,39331
42250,KY,92
42252,KY,1375
42254,KY,123
42256,KY,3241
42257,KY,601
42259,KY,1354
42261,KY,5488
42262,KY,3556
42265,KY,1529
42266,KY,1221
42268,KY,1436
42273,KY,669
42274,KY,1592
42275,KY,405
42276,KY,12585
42280,KY,651
42284,KY,483
42285,KY,416
