Zipcode,Population,Household Income,Poverty Count,Poverty Rate,Unemployment Count,Unemployment Rate
00983,41590.0,27125.0,12863.0,30.928107718201492,2795.0,6.720365472469344
00985,36507.0,25509.0,12272.0,33.61547100556058,2739.0,7.502670720683705
00987,59324.0,31546.0,16571.0,27.933045647629964,3735.0,6.295934191895355
01001,17245.0,58733.0,1537.0,8.912728327051319,756.0,4.383879385329081
01002,29266.0,54422.0,7418.0,25.34681883414201,1538.0,5.255244994191211
01003,11032.0,,1.0,0.009064539521392313,834.0,7.559825960841189
01005,5356.0,68644.0,251.0,4.686333084391337,279.0,5.209111277072442
01007,14673.0,71875.0,1220.0,8.314591426429496,581.0,3.9596537858651946
01008,1144.0,71635.0,53.0,4.6328671328671325,50.0,4.370629370629371
01009,716.0,38644.0,153.0,21.368715083798882,90.0,12.569832402234637
01010,3635.0,81196.0,222.0,6.1072902338376895,141.0,3.8789546079779917
01011,1414.0,64891.0,129.0,9.123055162659123,62.0,4.384724186704385
01012,577.0,58750.0,42.0,7.279029462738301,30.0,5.1993067590987865
01013,22113.0,41273.0,3731.0,16.872427983539094,1244.0,5.6256500700945145
01020,30571.0,51255.0,3163.0,10.346406725327926,1506.0,4.926237283700239
01022,2794.0,58938.0,551.0,19.720830350751612,233.0,8.339298496778811
01026,1057.0,52155.0,84.0,7.947019867549669,36.0,3.4058656575212867
01027,17605.0,59963.0,1198.0,6.804884975859131,793.0,4.504402158477705
01028,15816.0,80469.0,675.0,4.26783004552352,521.0,3.2941325240263026
01029,596.0,54330.0,57.0,9.563758389261745,50.0,8.389261744966444
01030,11310.0,71228.0,1243.0,10.99027409372237,393.0,3.4748010610079576
01031,1484.0,42404.0,276.0,18.598382749326145,114.0,7.681940700808625
01032,570.0,61806.0,21.0,3.6842105263157894,22.0,3.8596491228070176
01033,6182.0,73816.0,222.0,3.591070850857328,130.0,2.1028793270786155
01034,2174.0,77500.0,129.0,5.93376264949402,106.0,4.875804967801288
01035,5254.0,73250.0,403.0,7.670346402740769,142.0,2.7027027027027026
01036,5129.0,81130.0,231.0,4.5038019107038405,154.0,3.002534607135894
01037,624.0,84444.0,58.0,9.294871794871796,50.0,8.012820512820513
01038,2832.0,61603.0,236.0,8.333333333333334,115.0,4.0607344632768365
01039,1566.0,72188.0,114.0,7.2796934865900385,37.0,2.362707535121328
01040,40029.0,31628.0,12298.0,30.722726023632866,2557.0,6.387868795123535
01050,2548.0,56184.0,210.0,8.241758241758241,56.0,2.197802197802198
01053,1909.0,64896.0,276.0,14.457831325301205,113.0,5.919329491880566
01054,1759.0,73000.0,182.0,10.346787947697555,43.0,2.44457077885162
01056,21247.0,61073.0,1025.0,4.8242104767731915,827.0,3.8923142090648093
01057,8707.0,64747.0,917.0,10.531756058343861,538.0,6.178936487883313
01060,15026.0,52607.0,2205.0,14.674564088912552,652.0,4.339145481165979
01062,11007.0,65756.0,1063.0,9.657490687744163,468.0,4.251839738348324
01063,644.0,,0.0,0.0,22.0,3.4161490683229814
01066,0.0,,0.0,,0.0,
01068,1839.0,85556.0,84.0,4.567699836867863,96.0,5.220228384991843
01069,8975.0,53417.0,677.0,7.543175487465181,573.0,6.3844011142061285
01070,579.0,63889.0,36.0,6.217616580310881,26.0,4.490500863557858
01071,1401.0,75363.0,29.0,2.0699500356887937,57.0,4.0685224839400425
01072,1464.0,66705.0,123.0,8.401639344262295,49.0,3.3469945355191255
01073,5878.0,80000.0,228.0,3.8788703640694115,159.0,2.7050017012589316
01074,56.0,,0.0,0.0,0.0,0.0
01075,17796.0,61431.0,1138.0,6.394695437176893,644.0,3.6187907394920207
01077,9552.0,78476.0,433.0,4.533082077051926,348.0,3.64321608040201
01079,495.0,34906.0,40.0,8.080808080808081,36.0,7.2727272727272725
01080,2012.0,40559.0,363.0,18.041749502982107,127.0,6.312127236580517
01081,1703.0,56726.0,94.0,5.519671168526131,79.0,4.638872577803875
01082,10318.0,51717.0,1372.0,13.297150610583447,584.0,5.660011630160884
01083,3137.0,39521.0,334.0,10.647115078100096,145.0,4.622250557857826
01084,209.0,51667.0,12.0,5.741626794258373,12.0,5.741626794258373
01085,40721.0,59881.0,3690.0,9.061663515139609,1717.0,4.216497630215368
01086,1219.0,,0.0,0.0,0.0,0.0
01088,451.0,43234.0,110.0,24.390243902439025,0.0,0.0
01089,28498.0,54126.0,3475.0,12.19383816408169,1767.0,6.200435118253912
01092,1080.0,55370.0,198.0,18.333333333333332,63.0,5.833333333333333
01093,282.0,83750.0,21.0,7.446808510638298,22.0,7.801418439716312
01094,340.0,18241.0,24.0,7.0588235294117645,10.0,2.9411764705882355
01095,14344.0,86667.0,671.0,4.677914110429448,534.0,3.7228109313998883
01096,2249.0,65365.0,104.0,4.624277456647399,47.0,2.089817696754113
01097,83.0,42031.0,3.0,3.6144578313253013,12.0,14.457831325301205
01098,1081.0,69079.0,53.0,4.902867715078631,38.0,3.515263644773358
01103,2556.0,14133.0,1244.0,48.6697965571205,160.0,6.259780907668231
01104,23083.0,32273.0,6361.0,27.557076636485725,1612.0,6.983494346488758
01105,12360.0,18402.0,6259.0,50.63915857605178,861.0,6.966019417475728
01106,16018.0,103472.0,749.0,4.675989511799226,412.0,2.5721063803221376
01107,11271.0,21737.0,4821.0,42.773489486292256,831.0,7.3729039126963
01108,25755.0,34064.0,7041.0,27.338380896913222,1963.0,7.621821005629974
01109,31429.0,33376.0,9412.0,29.946864360940534,2055.0,6.538547201629068
01118,13722.0,62283.0,1399.0,10.195306806587961,625.0,4.5547296312490895
01119,13962.0,46055.0,2207.0,15.807190946855751,789.0,5.651052857756769
01128,2468.0,78864.0,32.0,1.2965964343598055,129.0,5.226904376012966
01129,7505.0,61435.0,1097.0,14.616922051965357,529.0,7.048634243837442
01151,9134.0,30043.0,3498.0,38.29647470987519,528.0,5.780599956207576
01199,0.0,,0.0,,0.0,
01201,45887.0,42633.0,7518.0,16.38372523808486,2732.0,5.953755965741931
01220,8586.0,40443.0,952.0,11.087817377125553,612.0,7.127882599580713
01222,805.0,75598.0,18.0,2.2360248447204967,14.0,1.7391304347826086
01223,2346.0,54904.0,214.0,9.121909633418586,157.0,6.692242114236999
01224,322.0,90223.0,13.0,4.037267080745342,23.0,7.142857142857143
01225,3059.0,49788.0,377.0,12.324288983327884,70.0,2.288329519450801
01226,6981.0,51827.0,756.0,10.829394069617534,404.0,5.787136513393497
01229,111.0,68125.0,0.0,0.0,0.0,0.0
01230,8200.0,51467.0,671.0,8.182926829268293,269.0,3.2804878048780486
01235,3032.0,64420.0,168.0,5.54089709762533,122.0,4.0237467018469655
01236,1631.0,51964.0,50.0,3.065603923973023,140.0,8.583690987124463
01237,2509.0,71932.0,28.0,1.1159824631327222,159.0,6.337186129932244
01238,6198.0,59477.0,566.0,9.131978057437884,304.0,4.904808002581478
01240,4818.0,51464.0,696.0,14.44582814445828,345.0,7.160647571606476
01242,155.0,55167.0,3.0,1.935483870967742,0.0,0.0
01243,345.0,67411.0,5.0,1.4492753623188406,9.0,2.608695652173913
01244,150.0,29125.0,20.0,13.333333333333334,0.0,0.0
01245,726.0,52500.0,93.0,12.809917355371901,40.0,5.509641873278237
01247,16025.0,41103.0,2565.0,16.006240249609984,797.0,4.973478939157566
01253,742.0,67917.0,58.0,7.816711590296496,16.0,2.1563342318059298
01254,997.0,95125.0,24.0,2.407221664994985,24.0,2.407221664994985
01255,930.0,55917.0,39.0,4.193548387096774,39.0,4.193548387096774
01256,675.0,56500.0,49.0,7.2592592592592595,22.0,3.259259259259259
01257,2183.0,50543.0,327.0,14.979386165826844,75.0,3.435639028859368
01258,304.0,56607.0,27.0,8.881578947368421,1.0,0.32894736842105265
01259,613.0,70074.0,20.0,3.2626427406199023,28.0,4.567699836867863
01260,240.0,74615.0,11.0,4.583333333333333,21.0,8.75
01262,1257.0,41648.0,153.0,12.171837708830548,37.0,2.9435163086714398
01264,167.0,70625.0,39.0,23.353293413173652,3.0,1.7964071856287425
01266,1433.0,76953.0,61.0,4.256803907885555,30.0,2.0935101186322402
01267,7985.0,72352.0,369.0,4.621164683782092,260.0,3.256105197244834
01270,806.0,68456.0,62.0,7.6923076923076925,15.0,1.8610421836228288
01301,17806.0,48319.0,2619.0,14.708525216219252,781.0,4.386161967875997
01330,1540.0,72560.0,98.0,6.363636363636363,51.0,3.311688311688312
01331,13383.0,50498.0,1872.0,13.98789509078682,892.0,6.6651722334304715
01337,2609.0,58875.0,117.0,4.4844768110387125,94.0,3.6029129934840936
01338,169.0,69886.0,5.0,2.9585798816568047,13.0,7.6923076923076925
01339,1597.0,50536.0,236.0,14.777708202880401,92.0,5.760801502817784
01340,1784.0,49886.0,187.0,10.48206278026906,108.0,6.053811659192825
01341,1605.0,77500.0,91.0,5.669781931464175,67.0,4.174454828660436
01342,1506.0,99675.0,74.0,4.913678618857902,0.0,0.0
01343,76.0,81806.0,0.0,0.0,0.0,0.0
01344,1526.0,57500.0,141.0,9.239842726081259,83.0,5.439056356487549
01346,448.0,65000.0,49.0,10.9375,11.0,2.455357142857143
01347,93.0,31250.0,21.0,22.580645161290324,0.0,0.0
01349,844.0,50714.0,137.0,16.232227488151658,27.0,3.199052132701422
01350,117.0,36875.0,13.0,11.11111111111111,8.0,6.837606837606837
01351,2253.0,70799.0,192.0,8.5219707057257,122.0,5.415002219263204
01354,1532.0,74583.0,130.0,8.485639686684074,40.0,2.6109660574412534
01355,990.0,68929.0,69.0,6.96969696969697,52.0,5.252525252525253
01360,3033.0,60608.0,135.0,4.451038575667655,106.0,3.494889548302011
01364,7960.0,45758.0,984.0,12.361809045226131,659.0,8.27889447236181
01366,1294.0,76094.0,92.0,7.109737248840804,61.0,4.714064914992272
01367,590.0,47279.0,97.0,16.440677966101696,28.0,4.745762711864407
01368,1161.0,60750.0,161.0,13.867355727820843,62.0,5.340223944875108
01370,4113.0,53516.0,309.0,7.512764405543399,181.0,4.400680768295648
01373,4441.0,64127.0,201.0,4.526007655933348,108.0,2.4318847106507544
01375,3692.0,47000.0,773.0,20.937161430119176,70.0,1.895991332611051
01376,5513.0,39792.0,1308.0,23.725739161980773,398.0,7.219299836749501
01378,639.0,56094.0,68.0,10.641627543035995,23.0,3.599374021909233
01379,957.0,48188.0,141.0,14.733542319749215,57.0,5.956112852664577
01420,40358.0,45363.0,7864.0,19.48560384558204,2659.0,6.588532632935229
01430,6119.0,83532.0,422.0,6.896551724137931,255.0,4.167347605817944
01431,3114.0,82778.0,174.0,5.5876685934489405,101.0,3.243416827231856
01432,7061.0,57543.0,732.0,10.36680356889959,468.0,6.627956380116131
01434,1702.0,77396.0,192.0,11.280846063454758,63.0,3.7015276145710927
01436,3838.0,69076.0,337.0,8.780614903595623,170.0,4.429390307451798
01438,359.0,62422.0,132.0,36.768802228412255,19.0,5.2924791086350975
01440,20388.0,49067.0,2754.0,13.507945850500294,1153.0,5.655287423974888
01450,10842.0,117127.0,403.0,3.7170263788968825,336.0,3.099059214167128
01451,4964.0,136058.0,276.0,5.560032232070911,265.0,5.338436744560838
01452,4398.0,86979.0,269.0,6.1164165529786265,196.0,4.456571168713052
01453,41002.0,58896.0,4239.0,10.338520072191601,2609.0,6.363104238817619
01460,9038.0,105455.0,295.0,3.2639964593936712,278.0,3.075901748174375
01462,10549.0,76063.0,862.0,8.171390653142478,437.0,4.142572755711442
01463,11645.0,81193.0,583.0,5.006440532417346,539.0,4.6285959639330185
01464,7435.0,65882.0,837.0,11.257565568258238,234.0,3.1472763954270344
01467,398.0,181810.0,62.0,15.577889447236181,29.0,7.28643216080402
01468,3710.0,62096.0,512.0,13.800539083557952,223.0,6.010781671159029
01469,7044.0,78985.0,352.0,4.997160704145372,270.0,3.8330494037478706
01473,7320.0,83840.0,321.0,4.385245901639344,249.0,3.401639344262295
01474,1993.0,90521.0,114.0,5.720020070245861,81.0,4.064224786753638
01475,10386.0,58288.0,1048.0,10.09050645099172,343.0,3.302522626612748
01501,16089.0,73612.0,581.0,3.61116290633352,619.0,3.8473491205171233
01503,2886.0,95962.0,71.0,2.46015246015246,109.0,3.776853776853777
01504,9035.0,74294.0,427.0,4.72606530160487,483.0,5.345877144438296
01505,4366.0,97938.0,106.0,2.4278515803939533,125.0,2.863032524049473
01506,3382.0,61800.0,190.0,5.617977528089888,111.0,3.282081608515671
01507,13034.0,93963.0,553.0,4.242749731471536,581.0,4.457572502685284
01510,13634.0,64723.0,1280.0,9.388293970954965,745.0,5.464280475282382
01515,2253.0,66042.0,119.0,5.281846426986241,152.0,6.746560142032845
01516,8575.0,82831.0,361.0,4.209912536443149,546.0,6.36734693877551
01518,2689.0,61719.0,365.0,13.57381926366679,101.0,3.7560431387132764
01519,6514.0,102300.0,491.0,7.537611298741173,171.0,2.6251151366287995
01520,14354.0,96780.0,426.0,2.967813849797966,506.0,3.5251497840323256
01521,2442.0,67684.0,190.0,7.78050778050778,143.0,5.8558558558558556
01522,3145.0,93238.0,74.0,2.3529411764705883,153.0,4.864864864864865
01523,7680.0,78283.0,780.0,10.15625,319.0,4.153645833333333
01524,6940.0,68899.0,355.0,5.115273775216139,307.0,4.423631123919308
01525,145.0,44857.0,0.0,0.0,23.0,15.862068965517242
01527,13264.0,71832.0,696.0,5.247285886610374,589.0,4.440591073582629
01529,3197.0,82083.0,304.0,9.50891460744448,168.0,5.254926493587739
01531,1053.0,82569.0,67.0,6.362773029439696,34.0,3.2288698955365622
01532,14529.0,108415.0,533.0,3.668525018927662,524.0,3.6065799435611536
01534,5299.0,85000.0,30.0,0.5661445555765239,312.0,5.8879033779958485
01535,4706.0,54439.0,308.0,6.544836379090523,156.0,3.314917127071823
01536,7042.0,76063.0,559.0,7.938085771087759,365.0,5.18318659471741
01537,2458.0,72607.0,287.0,11.676159479251425,189.0,7.689178193653377
01540,11148.0,68986.0,593.0,5.319339791890922,377.0,3.3817725152493723
01541,3424.0,120607.0,162.0,4.731308411214953,128.0,3.7383177570093458
01542,1782.0,74273.0,84.0,4.713804713804714,20.0,1.122334455667789
01543,8075.0,86482.0,343.0,4.247678018575852,455.0,5.634674922600619
01545,35575.0,92360.0,1740.0,4.891075193253689,1156.0,3.2494729444834856
01550,16741.0,42471.0,2828.0,16.89265874201063,968.0,5.78221133743504
01560,4531.0,81667.0,286.0,6.312072390200838,225.0,4.965791216067093
01561,174.0,19637.0,0.0,0.0,15.0,8.620689655172415
01562,11733.0,60197.0,1203.0,10.253132191255434,725.0,6.179152816841388
01564,7839.0,98872.0,392.0,5.000637836458732,248.0,3.1636688353106264
01566,6617.0,82750.0,396.0,5.984585159437811,218.0,3.2945443554480884
01568,7431.0,105208.0,476.0,6.405598169829094,323.0,4.346655900955457
01569,13559.0,86164.0,723.0,5.332251640976473,636.0,4.690611402020798
01570,16782.0,47885.0,2456.0,14.634727684423787,1071.0,6.3818376832320345
01571,11445.0,70590.0,837.0,7.313237221494102,576.0,5.032765399737877
01581,18371.0,100905.0,713.0,3.8811169778455175,496.0,2.6999074628490556
01583,7698.0,72107.0,293.0,3.806183424266043,297.0,3.858144972720187
01585,4646.0,62667.0,466.0,10.03013344812742,271.0,5.832974601808007
01588,10350.0,62649.0,776.0,7.497584541062802,569.0,5.497584541062802
01590,8943.0,110658.0,302.0,3.376942860337694,176.0,1.968019680196802
01602,23707.0,62832.0,2597.0,10.954570380056524,1017.0,4.289872189648627
01603,19385.0,48183.0,3971.0,20.484911013670363,1080.0,5.571318029404178
01604,34720.0,49797.0,5523.0,15.90725806451613,2242.0,6.457373271889401
01605,27279.0,37705.0,7142.0,26.18131163165805,1236.0,4.530957879687672
01606,19495.0,66912.0,1552.0,7.961015645037189,903.0,4.631956912028725
01607,8957.0,45152.0,1626.0,18.15339957575081,527.0,5.883666406162778
01608,3558.0,19418.0,1896.0,53.288364249578414,239.0,6.71725688589095
01609,21178.0,40660.0,4433.0,20.932099348380394,1147.0,5.415997733497025
01610,23964.0,30532.0,7918.0,33.041228509430816,1914.0,7.986980470706059
01611,2481.0,67179.0,80.0,3.2245062474808543,163.0,6.569931479242241
01612,4856.0,106708.0,224.0,4.612850082372323,138.0,2.841845140032949
01701,31435.0,86994.0,1649.0,5.2457451884841735,1161.0,3.693335454111659
01702,38020.0,53944.0,5709.0,15.015781167806418,1523.0,4.0057864281956865
01718,343.0,132981.0,0.0,0.0,21.0,6.122448979591836
01719,5048.0,101502.0,135.0,2.6743264659270998,268.0,5.309033280507132
01720,21804.0,109578.0,535.0,2.4536782241790496,635.0,2.9123096679508347
01721,16792.0,93233.0,809.0,4.817770366841353,584.0,3.4778465936160075
01730,13649.0,108818.0,538.0,3.941680709209466,416.0,3.0478423327716317
01731,1717.0,75446.0,85.0,4.9504950495049505,14.0,0.81537565521258
01740,4967.0,146029.0,138.0,2.778337024360781,141.0,2.838735655325146
01741,4918.0,160034.0,275.0,5.591703944692965,169.0,3.436356242374949
01742,18586.0,135217.0,734.0,3.9492090821048103,362.0,1.947702571828258
01745,305.0,57250.0,0.0,0.0,27.0,8.852459016393443
01746,13811.0,110323.0,523.0,3.786836579538049,598.0,4.329881978133372
01747,5928.0,89408.0,116.0,1.9568151147098516,262.0,4.41970310391363
01748,15271.0,129578.0,321.0,2.1020234431274964,475.0,3.110470827057822
01749,19263.0,71971.0,1254.0,6.509889425323158,813.0,4.220526397757359
01752,38842.0,70304.0,2785.0,7.170073631635858,1565.0,4.02914371041656
01754,10211.0,77622.0,797.0,7.805308001175203,516.0,5.053373812555088
01756,5851.0,105389.0,95.0,1.623654076226286,235.0,4.016407451717655
01757,28252.0,66547.0,2914.0,10.314314030865072,1215.0,4.300580489876823
01760,33353.0,95328.0,1433.0,4.296465085599496,1059.0,3.1751266752615956
01770,4169.0,153444.0,112.0,2.686495562485008,80.0,1.918925401775006
01772,9502.0,150129.0,295.0,3.104609555882972,331.0,3.483477162702589
01773,4836.0,149539.0,142.0,2.93631100082713,86.0,1.7783291976840363
