State/Zip,2000 Population
AR72655,429
AR72658,1491
AR72660,479
AR72661,577
AR72662,2493
AR72663,458
AR72666,83
AR72668,312
AR72669,259
AR72672,499
AR72675,1413
AR72677,293
AR72679,66
AR72680,631
AR72682,54
AR72683,229
AR72685,1271
AR72686,55
AR72687,6708
AR726HH,0
AR72701,34118
AR72703,25853
AR72704,13430
AR72711,26
AR72712,24555
AR72714,9460
AR72715,6441
AR72717,847
AR72718,951
AR72719,2442
AR72721,263
AR72722,2580
AR72727,4520
AR72729,350
AR72730,5922
AR72732,4486
AR72734,6730
AR72736,5062
AR72738,2218
AR72739,588
AR72740,8029
AR72742,510
AR72744,4541
AR72745,9540
AR72747,177
AR72749,49
AR72751,4284
AR72752,361
AR72753,6349
AR72756,36200
AR72758,18225
AR72760,625
AR72761,16132
AR72762,26022
AR72764,31864
AR72768,1581
AR72769,942
AR72773,866
AR72774,5339
AR72776,610
AR727HH,0
AR72801,16676
AR72802,18205
AR72820,185
AR72821,1780
AR72823,6417
AR72824,1628
AR72826,113
AR72827,233
AR72828,114
AR72829,95
AR72830,12480
AR72832,1030
AR72833,4526
AR72834,9427
AR72835,803
AR72837,7155
AR72838,165
AR72839,175
AR72840,1862
AR72841,182
AR72842,1437
AR72843,2176
AR72845,1128
AR72846,3903
AR72847,2631
AR72851,535
AR72852,294
AR72853,2225
AR72854,573
AR72855,6499
AR72856,604
AR72857,1456
AR72858,2528
AR72860,507
AR72863,1564
AR72865,1117
AR728HH,0
AR728XX,0
AR72901,22384
AR72903,23886
AR72904,20233
AR72908,11997
AR72916,5243
AR72921,11152
AR72923,4364
AR72926,656
AR72927,8628
AR72928,682
AR72930,413
AR72932,639
AR72933,5065
AR72934,909
AR72935,233
AR72936,12361
AR72937,3278
AR72938,1485
AR72940,2419
AR72941,4367
AR72943,2749
AR72944,2480
AR72945,298
AR72946,3819
AR72947,4274
AR72948,492
AR72949,10095
AR72950,385
AR72951,1052
AR72952,2638
AR72955,524
AR72956,29593
AR72958,8070
AR72959,2714
AR729HH,0
AR729XX,27
CA89439,
CA90001,54481
CA90002,44584
CA90003,58187
CA90004,67850
CA90005,43014
CA90006,62765
CA90007,45021
CA90008,30840
CA90010,1943
CA90011,101214
CA90012,30577
CA90013,9727
CA90014,3518
CA90015,15134
CA90016,46968
CA90017,20689
CA90018,47127
CA90019,67510
CA90020,42383
CA90021,3003
CA90022,68688
CA90023,47468
CA90024,44141
CA90025,41170
CA90026,73671
CA90027,48715
CA90028,30562
CA90029,41697
CA90031,38409
CA90032,46942
CA90033,49418
CA90034,58199
CA90035,27792
CA90036,32885
CA90037,56691
CA90038,32557
CA90039,29306
CA90040,9798
CA90041,27864
CA90042,64660
CA90043,44761
CA90044,87366
CA90045,39315
CA90046,49831
CA90047,47105
CA90048,21724
CA90049,33520
CA90056,8108
CA90057,43986
CA90058,3624
CA90059,38123
CA90061,24503
CA90062,29279
CA90063,55666
CA90064,24489
CA90065,47524
CA90066,55194
CA90067,2524
CA90068,21713
CA90069,20395
CA90071,6
CA90077,10465
CA900HH,0
CA90201,105275
CA90210,21396
CA90211,8313
CA90212,11347
CA90220,47303
CA90221,51382
CA90222,29823
CA90230,31945
CA90232,15175
CA90240,24891
CA90241,40138
CA90242,42444
CA90245,16033
CA90247,47741
CA90248,9944
CA90249,26433
CA90250,93314
CA90254,18682
CA90255,78104
CA90260,33299
CA90261,0
CA90262,69830
CA90263,2
CA90265,19614
CA90266,33742
CA90270,28083
CA90272,22538
CA90274,24976
CA90275,41261
CA90277,34174
CA90278,37316
CA90280,96260
CA90290,5441
CA90291,31018
CA90292,18057
CA90293,11252
CA902HH,0
CA90301,37507
CA90302,30770
CA90303,27773
CA90304,28679
CA90305,13763
CA90401,5201
CA90402,11492
CA90403,23556
CA90404,19956
CA90405,26089
CA904HH,0
CA90501,40697
CA90502,17038
CA90503,41970
CA90504,31664
CA90505,34855
CA90601,32039
CA90602,26253
CA90603,19101
CA90604,37869
CA90605,38180
CA90606,32143
CA90620,44432
CA90621,33525
CA90623,15498
CA90630,47334
CA90631,67353
CA90638,47548
CA90640,62416
CA90650,103211
CA90660,63277
CA90670,16263
CA90680,29679
CA906HH,0
CA90701,16380
CA90703,51542
CA90704,3696
CA90706,72878
CA90710,24640
CA90712,30171
CA90713,27549
CA90715,20884
CA90716,14850
CA90717,21060
CA90720,21328
CA90723,55305
CA90731,58622
CA90732,21264
CA90740,24177
CA90742,1097
CA90743,170
CA90744,53308
CA90745,55473
CA90746,25561
CA907HH,0
CA907XX,0
CA90802,38419
CA90803,31349
CA90804,43466
CA90805,91663
CA90806,49641
CA90807,31549
CA90808,37403
CA90810,35637
CA90813,63129
CA90814,19014
CA90815,38892
CA90822,422
CA908HH,0
CA91001,36235
CA91006,30010
CA91007,30925
CA91010,27400
CA91011,20187
CA91016,41050
CA91020,7515
CA91024,10545
CA91030,23975
CA91040,18748
CA91042,26738
CA910HH,0
CA910XX,71
CA91101,16809
CA91103,27887
CA91104,38449
CA91105,10245
CA91106,23725
CA91107,32360
CA91108,13149
CA91201,23978
CA91202,21971
CA91203,14479
CA91204,16997
CA91205,41381
CA91206,31284
CA91207,9852
CA91208,16909
CA91214,29101
CA91301,25302
CA91302,23644
CA91303,23508
CA91304,49226
CA91306,43846
CA91307,23622
CA91311,35317
CA91316,27595
CA91320,37775
CA91321,30727
CA91324,25731
CA91325,32300
CA91326,28049
CA91331,97300
CA91335,68002
CA91340,33373
CA91342,81970
CA91343,57001
CA91344,48863
CA91345,17102
CA91350,40069
CA91351,59257
CA91352,46624
CA91354,17841
CA91355,24970
CA91356,27407
CA91360,42513
CA91361,18724
CA91362,33039
CA91364,25985
CA91367,36106
CA91377,14809
CA91381,9919
CA91384,22173
CA913HH,0
CA913XX,0
CA91401,40372
CA91402,66241
CA91403,22079
CA91405,51344
CA91406,50041
CA91411,23641
CA91423,29370
CA91436,13109
CA91501,18096
CA91502,11500
CA91504,25872
CA91505,29235
CA91506,18530
CA91601,36616
CA91602,16978
CA91604,26137
CA91605,57129
CA91606,45348
CA91607,27439
CA91608,0
CA91701,39055
CA91702,57765
CA91706,76889
CA91709,66734
CA91710,75314
CA91711,34715
CA91719,214
CA91722,33803
CA91723,17552
CA91724,25062
CA91730,51969
CA91731,30206
CA91732,62659
CA91733,45640
CA91737,23075
CA91739,12925
CA91740,25117
CA91741,24967
CA91743,3
CA91744,84950
CA91745,53682
CA91746,30795
CA91748,46324
CA91750,35512
CA91752,18971
CA91754,33263
CA91755,26925
CA91759,35
CA91761,56271
CA91762,54243
CA91763,34437
CA91764,49461
CA91765,46520
CA91766,69968
CA91767,46614
CA91768,36047
CA91770,61605
CA91773,33865
CA91775,23426
CA91776,38032
CA91780,32714
CA91784,23312
CA91786,48807
CA91789,45106
CA91790,44085
CA91791,30442
CA91792,31620
CA917HH,0
CA917XX,90
CA91801,54381
CA91803,30629
CA91901,16468
CA91902,17379
CA91905,1496
CA91906,3122
CA91910,74009
CA91911,71124
CA91913,12880
CA91914,2601
CA91915,9270
CA91916,1575
CA91917,708
CA91931,782
CA91932,26655
CA91934,695
CA91935,8742
CA91941,44651
CA91942,24000
CA91945,24953
CA91948,79
CA91950,62335
CA91962,1598
CA91963,899
CA91977,56098
CA91978,7843
CA91980,87
CA919HH,0
CA919XX,3
CA92003,3844
CA92004,2856
CA92007,10366
CA92008,35562
CA92009,43155
CA92014,13938
CA92019,40981
CA92020,55266
CA92021,61868
CA92024,47113
CA92025,49273
CA92026,43426
CA92027,48674
CA92028,42236
CA92029,17929
CA92036,3557
CA92037,42603
CA92040,42267
CA92054,98226
CA92056,52894
CA92057,46881
CA92059,1820
CA92060,225
CA92061,2607
CA92064,47957
CA92065,33087
CA92066,338
CA92067,7601
CA92069,52658
CA92070,1141
CA92071,53502
CA92075,12170
CA92078,6748
CA92082,14559
CA92083,62030
CA92084,44677
CA92086,1185
CA92091,1061
CA920HH,0
CA920XX,184
CA92101,27494
CA92102,47123
CA92103,30186
CA92104,47688
CA92105,72994
CA92106,18505
CA92107,27956
CA92108,11640
CA92109,46071
CA92110,24149
CA92111,46821
CA92113,47417
CA92114,66837
CA92115,56883
CA92116,33080
CA92117,51203
CA92118,24085
CA92119,21850
CA92120,25553
CA92121,4248
CA92122,34891
CA92123,25217
CA92124,30187
CA92126,74222
CA92127,20032
CA92128,42728
CA92129,47217
CA92130,28187
CA92131,29279
CA92139,36341
CA92154,68764
CA92173,28481
CA921HH,0
CA92201,56296
CA92203,2730
CA92210,3859
CA92211,19699
CA92220,25848
CA92223,17716
CA92225,24641
CA92227,23387
CA92230,2348
CA92231,27798
CA92233,7855
CA92234,43129
CA92236,23159
CA92239,962
CA92240,22779
CA92241,5512
CA92242,1545
CA92243,43705
CA92249,3528
CA92250,8058
CA92251,14538
CA92252,8137
CA92253,23970
CA92254,8761
CA92256,3485
CA92257,2734
CA92258,717
CA92259,454
CA92260,29322
CA92262,24906
CA92264,18869
CA92266,287
CA92267,113
CA92268,341
CA92270,12452
CA92273,1617
CA92274,17009
CA92275,796
CA92276,6241
CA92277,17169
CA92278,14098
CA92280,47
CA92281,2374
CA92282,804
CA92283,3656
CA92284,20477
CA92285,2181
CA922HH,0
CA922XX,132
CA92301,18973
CA92304,23
CA92305,289
CA92307,31859
CA92308,28805
CA92309,885
CA92310,9460
CA92311,31273
CA92313,11008
CA92314,9882
CA92315,5435
CA92316,25987
CA92317,2134
CA92318,220
CA92320,7323
CA92321,439
CA92323,21
CA92324,52198
CA92325,10477
CA92327,658
CA92328,442
CA92332,111
CA92333,409
CA92335,82612
CA92336,54585
CA92337,29845
CA92338,10
CA92339,943
CA92341,305
CA92342,4936
CA92345,68501
CA92346,48227
CA92347,1915
CA92352,9792
CA92354,18062
CA92356,5251
CA92358,1077
CA92359,7306
CA92363,5471
CA92364,158
CA92365,2895
CA92368,895
CA92371,12449
CA92372,4262
CA92373,31228
CA92374,36658
CA92376,75875
CA92377,18499
CA92382,5386
CA92384,70
CA92386,1816
CA92389,99
CA92392,63228
CA92394,12073
CA92397,4247
CA92398,1191
CA92399,41566
CA923HH,0
CA923XX,172
CA92401,1768
CA92404,53634
CA92405,24637
CA92407,49349
CA92408,12138
CA92410,44540
CA92411,23144
CA92501,18982
CA92503,71670
CA92504,46533
CA92505,38442
CA92506,42405
CA92507,48645
CA92508,17142
CA92509,63997
CA92518,990
CA92530,38514
CA92532,4542
CA92536,2425
CA92539,3744
CA92543,29674
CA92544,39254
CA92545,25687
CA92548,4276
CA92549,3583
CA92551,22963
CA92553,61203
CA92555,12726
CA92557,46197
CA92561,1495
CA92562,36129
CA92563,18303
CA92567,7334
CA92570,36802
CA92571,26355
CA92582,4444
CA92583,21334
CA92584,14061
CA92585,8674
CA92586,18142
CA92587,13135
CA92590,3061
CA92591,25648
CA92592,46167
CA92595,19359
CA92596,4080
CA925HH,0
CA925XX,0
CA92602,2754
CA92604,27359
CA92606,17619
CA92610,10934
CA92612,41051
CA92614,22493
CA92618,6297
CA92620,26415
CA92624,7445
CA92625,13407
CA92626,48200
CA92627,62066
CA92629,27728
CA92630,59167
CA92646,56501
CA92647,58761
CA92648,42645
CA92649,32292
CA92651,25186
CA92653,48266
CA92655,8657
CA92656,41222
CA92657,5586
CA92660,28672
CA92661,4225
CA92662,3120
CA92663,22123
CA92672,34932
CA92673,15280
CA92675,34311
CA92676,1839
CA92677,62099
CA92679,32267
CA92683,88225
CA92688,42181
CA92691,46370
CA92692,46210
CA92694,349
CA926HH,0
CA926XX,84
CA92701,58151
CA92703,70003
CA92704,91176
CA92705,44110
CA92706,37871
CA92707,62627
CA92708,54530
CA92780,55047
CA92782,17485
CA927HH,0
CA92801,60541
CA92802,45074
CA92804,81317
CA92805,68796
CA92806,34387
CA92807,36283
CA92808,19612
CA92821,34041
CA92823,1404
CA92831,34589
CA92832,24501
CA92833,46099
CA92835,21144
CA92840,50636
CA92841,31427
CA92843,43486
CA92844,23465
CA92845,15864
CA92860,22425
CA92861,5932
CA92865,18039
CA92866,15380
CA92867,40914
CA92868,23152
CA92869,37900
CA92870,48166
CA92879,44874
CA92880,16990
CA92881,21903
CA92882,60281
CA92883,13168
CA92886,39452
CA92887,20876
CA928HH,0
CA928XX,4
CA93001,32898
CA93003,46891
CA93004,27379
CA93010,42840
CA93012,24928
CA93013,17402
CA93015,15999
CA93021,32978
CA93022,6495
CA93023,21624
CA93030,79717
CA93033,77785
CA93035,25321
CA93040,1449
CA93041,25617
CA93060,32509
CA93063,49011
CA93065,64785
CA93066,2946
CA93067,561
CA930HH,0
CA930XX,4
CA93101,31717
CA93103,20877
CA93105,25756
CA93108,12737
CA93109,10966
CA93110,15751
CA93111,16470
CA93117,49970
CA931HH,0
CA931XX,0
CA93201,1048
CA93202,2862
CA93203,16202
CA93204,14696
CA93205,1951
CA93206,2076
CA93207,210
CA93208,186
CA93210,18033
CA93212,23495
CA93215,37277
CA93216,4412
CA93218,812
CA93219,9303
CA93221,13321
CA93222,1520
CA93223,8631
CA93224,608
CA93225,4481
CA93226,280
CA93230,53201
CA93234,6902
CA93235,4507
CA93238,1871
CA93239,1793
CA93240,5550
CA93241,15350
CA93242,2880
CA93243,1229
CA93244,274
CA93245,30402
CA93247,15507
CA93249,2501
CA93250,10780
CA93251,296
CA93252,4342
CA93254,793
CA93255,653
CA93256,4178
CA93257,65552
CA93260,247
CA93261,2945
CA93262,38
CA93263,15172
CA93265,3527
CA93266,1721
CA93267,5678
CA93268,14926
CA93270,5864
CA93271,2313
CA93272,2931
CA93274,56097
CA93276,229
CA93277,44737
CA93280,22752
CA93282,61
CA93283,1920
CA93285,2510
CA93286,8852
CA93287,68
CA93291,36711
CA93292,30393
CA932HH,0
CA932XX,122
CA93301,12960
CA93304,44577
CA93305,35623
CA93306,53466
CA93307,59179
CA93308,44914
CA93309,58612
CA93311,20432
CA93312,40824
CA93313,25115
CA933HH,0
CA933XX,2
CA93401,27034
CA93402,14842
CA93405,31972
CA93420,24482
CA93422,29532
CA93424,797
CA93426,1348
CA93427,4630
CA93428,6515
CA93429,195
CA93430,3212
CA93432,1193
CA93433,13099
CA93434,5724
CA93435,17
CA93436,51736
CA93437,6152
CA93440,1308
CA93441,1301
CA93442,10891
CA93444,15391
CA93445,7422
CA93446,35578
CA93447,794
CA93449,8562
CA93450,662
CA93451,2664
CA93452,470
CA93453,2678
CA93454,30522
CA93455,37352
CA93458,43676
CA93460,5704
CA93461,1254
CA93463,7942
CA93465,7901
CA934HH,0
CA934XX,29
CA93501,4873
CA93505,8311
CA93510,7813
CA93512,331
CA93513,1816
CA93514,13304
CA93516,2231
CA93517,817
CA93518,1009
CA93522,59
CA93523,7679
CA93526,723
CA93527,2196
CA93528,198
CA93529,612
CA93530,66
CA93531,1435
CA93532,2760
CA93534,35104
CA93535,57791
CA93536,49303
CA93541,488
CA93543,11184
CA93544,1201
CA93545,1890
CA93546,8214
CA93549,301
CA93550,67213
CA93551,34036
CA93552,25359
CA93553,1600
CA93554,105
CA93555,29762
CA93560,14926
CA93561,25793
CA93562,1988
CA93563,406
CA93591,6775
CA935HH,0
CA935XX,196
CA93601,1957
CA93602,3455
CA93603,260
CA93604,604
CA93605,258
CA93606,788
CA93608,1746
CA93609,5434
CA93610,19383
CA93611,46851
CA93612,33838
CA93614,9391
CA93615,5502
CA93616,1957
CA93618,24205
CA93620,9386
CA93621,490
CA93622,9474
CA93623,63
CA93624,1847
CA93625,5616
CA93626,1119
CA93627,148
CA93628,92
CA93630,14047
CA93631,14077
CA93634,46
CA93635,29120
CA93637,28431
CA93638,49244
CA93640,9160
CA93641,559
CA93643,3360
CA93644,8520
CA93645,172
CA93646,8441
CA93647,9775
CA93648,12581
CA93650,3257
CA93651,1309
CA93652,245
CA93653,971
CA93654,25906
CA93656,5725
CA93657,28975
CA93660,4311
CA93662,26211
CA93664,637
CA93665,331
CA93666,287
CA93667,2627
CA93668,1114
CA93669,310
CA93673,631
CA93675,3138
CA936HH,0
CA936XX,4
CA93701,13844
CA93702,47997
CA93703,31168
CA93704,26565
CA93705,35443
CA93706,35781
CA93710,29327
CA93711,36269
CA93720,45075
CA93721,6836
CA93722,60879
CA93725,20998
CA93726,39135
CA93727,54681
CA93728,16339
CA93901,35723
CA93905,58537
CA93906,53938
CA93907,22278
CA93908,13020
CA93920,996
CA93921,2963
CA93923,13108
CA93924,6677
CA93925,1135
CA93926,9019
CA93927,14189
CA93928,250
CA93930,14464
CA93932,527
CA93933,21750
CA93940,32840
CA93950,15436
CA93953,4590
CA93954,507
CA93955,38232
CA93960,13001
CA93962,398
CA939HH,0
CA939XX,28
CA94002,25548
CA94005,3615
CA94010,40328
CA94014,47451
CA94015,63317
CA94019,17923
CA94020,1610
CA94021,128
CA94022,18466
CA94024,21479
CA94025,39061
CA94027,6857
CA94028,6595
CA94030,20334
CA94037,2332
CA94038,3061
CA94040,32132
CA94041,13471
CA94043,27821
CA94044,38869
CA94060,2042
CA94061,35718
CA94062,25563
CA94063,32350
CA94065,10656
CA94066,39546
CA94070,28079
CA94074,287
CA94080,60592
CA94086,63997
CA94087,50051
CA94089,16970
CA940HH,0
CA94102,28991
CA94103,23016
CA94104,374
CA94105,2058
CA94107,17368
CA94108,13716
CA94109,56322
CA94110,74633
CA94111,3335
CA94112,73104
CA94114,30574
CA94115,33115
CA94116,42958
CA94117,38738
CA94118,38939
CA94121,42473
CA94122,55492
CA94123,22903
CA94124,33170
CA94127,20624
CA94128,0
CA94129,2228
CA94130,1453
CA94131,27897
CA94132,26291
CA94133,26827
CA94134,40134
CA941HH,0
CA941XX,0
CA94301,16186
CA94303,45483
CA94304,1704
CA94305,13371
CA94306,24484
CA943HH,0
CA94401,32484
CA94402,23373
CA94403,37919
CA94404,31866
CA944HH,0
CA94501,58535
CA94502,13980
CA94506,19768
CA94507,15186
CA94508,3631
CA94509,90879
CA94510,25573
CA94511,2362
CA94512,130
CA94513,26560
CA94514,10138
CA94515,7370
CA94517,14223
CA94518,27392
CA94519,18643
CA94520,36174
CA94521,39887
CA94523,32671
CA94525,3184
CA94526,32853
CA94530,23121
CA94533,77666
CA94535,9966
CA94536,66533
CA94538,56111
CA94539,46910
CA94541,60254
CA94542,11145
CA94544,72984
CA94545,27295
CA94546,41680
CA94547,22460
CA94549,23995
CA94550,75925
CA94552,13202
CA94553,46659
CA94555,33863
CA94556,16501
CA94558,63932
CA94559,26891
CA94560,42471
CA94561,27599
CA94563,17944
CA94564,16705
CA94565,78813
CA94566,36664
CA94567,488
CA94568,29633
CA94569,168
CA94571,5233
CA94572,8487
CA94574,9415
CA94576,218
CA94577,41867
CA94578,36565
CA94579,19802
CA94580,26237
CA94583,44076
CA94585,39260
CA94586,773
CA94587,66457
CA94588,28557
CA94589,42198
CA94590,37214
CA94591,51659
CA94592,149
CA94595,18019
CA94596,40916
CA94598,26011
CA94599,2870
CA945HH,0
CA945XX,0
CA94601,54857
CA94602,28880
CA94603,31389
CA94605,42852
CA94606,41872
CA94607,21048
CA94608,24572
CA94609,21093
CA94610,29963
CA94611,36508
CA94612,11700
CA94618,15420
CA94619,24501
CA94621,30744
CA946HH,0
CA94702,15629
CA94703,19743
CA94704,21203
CA94705,12443
CA94706,15865
CA94707,11880
CA94708,10730
CA94709,10140
CA94710,8149
CA947HH,0
CA94801,28437
CA94803,25392
CA94804,39080
CA94805,13973
CA94806,55719
CA948HH,0
CA94901,40221
CA94903,28401
CA94904,11999
CA94920,13048
CA94922,571
CA94923,1769
CA94924,1560
CA94925,9019
CA94928,42542
CA94929,319
CA94930,8476
CA94931,7916
CA94933,1019
CA94937,995
CA94938,813
CA94939,6766
CA94940,394
CA94941,28718
CA94945,16423
CA94946,589
CA94947,24724
CA94949,13360
CA94950,245
CA94951,3764
CA94952,31917
CA94954,35400
CA94956,1874
CA94960,16846
CA94963,528
CA94964,6439
CA94965,11206
CA94970,772
CA94971,371
CA94972,60
CA94973,1434
CA949HH,0
CA949XX,26
CA95002,2128
CA95003,24225
CA95004,3368
CA95005,6394
CA95006,10506
CA95007,1000
CA95008,44970
CA95010,9657
CA95012,8562
CA95014,54412
CA95017,850
CA95018,8720
CA95019,4734
CA95020,49948
CA95023,47505
CA95030,13289
CA95032,24427
CA95033,10170
CA95035,62840
CA95037,41690
CA95039,891
CA95041,76
CA95043,806
CA95045,3401
CA95046,5660
CA95050,36335
CA95051,52972
CA95054,13013
CA95060,43172
CA95062,36620
CA95064,4559
CA95065,8346
CA95066,14561
CA95070,30577
CA95073,9807
CA95076,81136
CA950HH,0
CA95110,18180
CA95111,57735
CA95112,52331
CA95113,543
CA95116,51688
CA95117,29903
CA95118,31916
CA95119,10137
CA95120,37089
CA95121,37126
CA95122,59822
CA95123,59621
CA95124,45250
CA95125,46184
CA95126,27021
CA95127,60609
CA95128,32799
CA95129,37565
CA95130,13465
CA95131,26384
CA95132,40563
CA95133,26018
CA95134,9643
CA95135,15791
CA95136,36924
CA95138,14785
CA95139,7006
CA95140,35
CA95148,44095
CA951HH,0
CA95202,7070
CA95203,16344
CA95204,30465
CA95205,34120
CA95206,49649
CA95207,49958
CA95209,30812
CA95210,40594
CA95212,6934
CA95215,23778
CA95219,19103
CA95220,6310
CA95221,664
CA95222,4246
CA95223,5142
CA95224,104
CA95225,14
CA95226,55
CA95227,717
CA95228,2624
CA95230,589
CA95231,5087
CA95232,17
CA95233,316
CA95236,3135
CA95237,3190
CA95240,45747
CA95242,22071
CA95245,2714
CA95246,1672
CA95247,4338
CA95249,3916
CA95250,87
CA95251,440
CA95252,11259
CA95254,287
CA95255,2190
CA95257,415
CA95258,4162
CA952HH,0
CA952XX,4
CA95301,27794
CA95303,798
CA95305,149
CA95306,984
CA95307,32874
CA95310,2126
CA95311,2256
CA95312,43
CA95313,1501
CA95315,10141
CA95316,5496
CA95317,795
CA95318,575
CA95320,11454
CA95321,3663
CA95322,7868
CA95323,1052
CA95324,7157
CA95325,114
CA95326,6808
CA95327,9549
CA95328,2114
CA95329,1736
CA95330,10819
CA95333,3255
CA95334,12666
CA95335,674
CA95336,36728
CA95337,19847
CA95338,10218
CA95340,59285
CA95345,431
CA95346,1261
CA95348,23093
CA95350,52862
CA95351,47531
CA95354,27115
CA95355,47605
CA95356,26038
CA95357,13328
CA95358,30665
CA95360,8485
CA95361,25369
CA95363,15529
CA95364,232
CA95365,4145
CA95366,12627
CA95367,16514
CA95368,12464
CA95369,1153
CA95370,25331
CA95372,1518
CA95374,1943
CA95376,69786
CA95379,3970
CA95380,40541
CA95382,24691
CA95383,4839
CA95385,262
CA95386,8303
CA95387,897
CA95388,11455
CA95389,1740
CA953HH,0
CA953XX,109
CA95401,36120
CA95403,40258
CA95404,35056
CA95405,22247
CA95407,30868
CA95409,25706
CA95410,1035
CA95412,729
CA95415,1370
CA95417,166
CA95419,425
CA95420,317
CA95421,1569
CA95422,13477
CA95423,3677
CA95424,91
CA95425,9196
CA95426,1589
CA95427,368
CA95428,2285
CA95429,78
CA95430,175
CA95431,355
CA95432,366
CA95436,6201
CA95437,14410
CA95439,462
CA95441,2332
CA95442,4089
CA95443,159
CA95444,375
CA95445,1912
CA95446,4893
CA95448,17976
CA95449,1359
CA95450,424
CA95451,9885
CA95452,1648
CA95453,11176
CA95454,2702
CA95456,877
CA95457,2633
CA95458,2990
CA95459,585
CA95460,2223
CA95461,7771
CA95462,1524
CA95463,142
CA95464,2219
CA95465,1878
CA95466,1098
CA95468,1346
CA95469,1883
CA95470,5975
CA95471,296
CA95472,31246
CA95476,34310
CA95480,27
CA95481,98
CA95482,30987
CA95485,2334
CA95488,299
CA95490,13463
CA95492,23688
CA95493,227
CA95494,317
CA95497,751
CA954HH,0
CA954XX,106
CA95501,23212
CA95502,170
CA95503,23557
CA95511,245
CA95514,198
CA95519,15918
CA95521,19585
CA95524,1683
CA95525,1569
CA95526,685
CA95527,467
CA95528,1068
CA95531,23785
CA95536,2954
CA95537,213
CA95540,12232
CA95542,2403
CA95543,514
CA95545,73
CA95546,3040
CA95547,1196
CA95548,1205
CA95549,244
CA95550,147
CA95551,1437
CA95552,257
CA95553,857
CA95554,630
CA95555,487
CA95556,569
CA95558,291
CA95559,150
CA95560,1831
CA95562,3267
CA95563,647
CA95564,389
CA95565,1117
CA95567,2003
CA95568,197
CA95569,386
CA95570,2352
CA95571,256
CA95573,1660
CA95585,303
CA95587,193
CA95589,737
CA95595,253
CA955HH,0
CA955XX,109
CA95601,206
CA95602,18184
CA95603,24941
CA95605,12747
CA95606,375
CA95607,255
CA95608,58819
CA95610,43716
CA95612,1401
CA95613,42
CA95614,3658
CA95615,695
CA95616,67407
CA95618,643
CA95619,4414
CA95620,18510
CA95621,41629
CA95623,4096
CA95624,38521
CA95625,153
CA95626,6178
CA95627,2753
CA95628,40739
CA95629,832
CA95630,51849
CA95631,5703
CA95632,24183
CA95633,2518
CA95634,2709
CA95635,1136
CA95636,647
CA95637,226
CA95638,1728
CA95639,212
CA95640,9734
CA95641,2004
CA95642,6193
CA95645,1776
CA95646,123
CA95648,15269
CA95650,11180
CA95651,483
CA95653,824
CA95655,914
CA95658,6095
CA95659,750
CA95660,32190
CA95661,25161
CA95662,32035
CA95663,2035
CA95664,1156
CA95665,4351
CA95666,5496
CA95667,34138
CA95668,892
CA95669,2214
CA95670,49713
CA95672,3803
CA95673,14007
CA95674,929
CA95675,352
CA95676,367
CA95677,21505
CA95678,30597
CA95681,1216
CA95682,24721
CA95683,4711
CA95684,2951
CA95685,4606
CA95686,1467
CA95687,63144
CA95688,32552
CA95689,1264
CA95690,2324
CA95691,19040
CA95692,3589
CA95693,5886
CA95694,8397
CA95695,38537
CA956HH,0
CA956XX,24
CA95701,732
CA95703,1512
CA95709,4825
CA95713,8510
CA95714,333
CA95715,180
CA95717,405
CA95720,167
CA95721,60
CA95722,3728
CA95726,8567
CA95728,76
CA95735,14
CA95736,29
CA95742,294
CA95746,20663
CA95747,25410
CA95758,47063
CA95762,22021
CA95765,15476
CA95776,15017
CA957HH,0
CA957XX,31
CA95814,16598
CA95815,25350
CA95816,16157
CA95817,14963
CA95818,21298
CA95819,15964
CA95820,37021
CA95821,35408
CA95822,44678
CA95823,72194
CA95824,30568
CA95825,30708
CA95826,38799
CA95827,19599
CA95828,54862
CA95829,11380
CA95830,580
CA95831,42821
CA95832,9059
CA95833,31414
CA95834,8392
CA95835,834
CA95836,2
CA95837,254
CA95838,34879
CA95841,20975
CA95842,31369
CA95843,36421
